business_id,name,categories,avg_stars
U9aA5H13y7t9xWnoQslV0Q,Beijing Noodle No. 9,"['Chinese', 'Restaurants']",2.5
wFaVu_D7LiwAeDl_TxCf8g,Pho Vietnam Restaurant,"['Restaurants', 'Vietnamese']",3.0
ljsrEYijtyt6CZIuyyMcnA,Smashburger,"['Burgers', 'Restaurants']",3.5
x1fx7C_tc064cFATjl4fmQ,The Lodge at Grand Teton,"['Nightlife', 'Bars', 'Pubs', 'Restaurants', 'American (Traditional)']",3.0
SMUEM_BxyRP31kMQNTX7bg,Hot Dog On a Stick,"['American (Traditional)', 'Restaurants', 'Food Delivery Services', 'Food']",4.0
IBNWrN1k9E0E_bMcRD-GwA,Chef Ching's Kitchen,"['Taiwanese', 'Szechuan', 'Chinese', 'Restaurants']",4.0
ux6ZekIlKJbJUKWRe7RjUQ,Jun's Korean Restaurant,"['Korean', 'Restaurants']",4.0
mwE5uNVkxCXvEuVa1KQ_3g,Distill - A Local Bar,"['Restaurants', 'Food', 'American (New)', 'Bars', 'Beer', 'Wine & Spirits', 'Nightlife']",4.0
_K2_Yf_ltfhuJ2JGCOs85g,S7 Buffet,"['Buffets', 'Restaurants']",2.5
BCAw9a_kyx2RddRH9tMmKQ,Mr. Lucky's 24-7,"['Restaurants', 'American (Traditional)', 'Diners']",3.5
PSMJesRmIDmust2MUw7aQA,Yogurt In,"['Cafes', 'Food', 'Restaurants', 'Desserts', 'Ice Cream & Frozen Yogurt']",2.5
wtg854TL8XL454Nm7T1UJA,Hot Dogs at Slots of Fun,"['Hot Dogs', 'Restaurants']",1.5
diwRPVKeYiUJ9tqlr1orAg,Taco Bell,"['Tex-Mex', 'Restaurants', 'Mexican', 'Fast Food']",2.5
Tyg2orO7RC9VL4zoooHS7g,Rosati's Pizza,"['Pizza', 'Restaurants', 'Food']",3.5
gBQH64vIkA-kIDFGM290dw,Sultan's Grill,"['Restaurants', 'Mediterranean', 'Greek']",3.5
gGqppHYDpINGjRb8ru-dsA,Imperial Hawaiian Luau,"['Restaurants', 'Hawaiian', 'Arts & Entertainment', 'Performing Arts']",2.0
ZsGnt11KrZdvtuY67sxpQw,Nino's Kitchen,"['Food', 'Breakfast & Brunch', 'Beer', 'Wine & Spirits', 'American (New)', 'Restaurants', 'Pizza', 'Sandwiches', 'Burgers']",3.5
zkhBU5qW_zCy0q4OEtIrsA,Todai Restaurant,"['Japanese', 'Buffets', 'Restaurants']",3.5
arv3T_av9OoVo3SvxV4TXw,Fish N Bowl,"['Seafood', 'Restaurants', 'Asian Fusion', 'Sushi Bars']",4.5
BjrKNWhtQkedHw8hP_0Bjg,Umami,"['Restaurants', 'Sushi Bars', 'Asian Fusion', 'Japanese']",4.5
kpjH-yKe3zsgbO7YMQ65_g,HoneyBaked Ham,"['Sandwiches', 'Meat Shops', 'Event Planning & Services', 'Food', 'Caterers', 'Restaurants', 'Cafes', 'Specialty Food', 'Delis']",4.0
w0XjeV4WIUskQy8wwQf40w,Rambo's Kitchen,"['American (Traditional)', 'Restaurants']",3.5
77h11eWv6HKJAgojLx8G4w,Eggslut,"['Restaurants', 'Breakfast & Brunch', 'Sandwiches']",4.0
DgnIqlqYXdeg0UtSRaKcLQ,Mykonos Greek Cuisine,"['Greek', 'Restaurants', 'Specialty Food', 'Ethnic Food', 'Food']",4.5
FYqFfaxVRW6pdviONXIoDw,Fleming's Prime Steakhouse,"['American (New)', 'Restaurants', 'Wine Bars', 'Seafood', 'Nightlife', 'Bars', 'Steakhouses']",4.0
O3OH5IEFMPtz7mPKakPZ3Q,Japaneiro,"['Restaurants', 'Japanese', 'Asian Fusion', 'French', 'Seafood', 'Tapas Bars']",4.5
prmB45ETnpuTwc-p_ztAVA,Woods Family Sandwiches,"['Sandwiches', 'Restaurants', 'Food', 'Bagels', 'Wraps']",4.5
2dUXkonsAdoXKAalTnmlig,Dimas Tacos,"['Restaurants', 'Mexican']",4.0
K7lWdNUhCbcnEvI0NhGewg,Wicked Spoon,"['Buffets', 'Breakfast & Brunch', 'Restaurants']",3.5
0nlocywsFHQmEt8_xbHNiw,Long Jin Chinese Cuisine,"['Chinese', 'Restaurants']",3.5
WleVOQ9YhBYl4SWrlsLDhA,Red Apple Grill,"['Burgers', 'Restaurants', 'Barbeque', 'Local Flavor']",3.5
ozEDKl0tZw5ob1evx41gcQ,Big Dog's Draft House,"['American (Traditional)', 'Breweries', 'Pizza', 'Food', 'Restaurants']",4.0
Xy8R4AnLP3LxwFIYoPfhJg,PT's Ranch,"['Sports Bars', 'Nightlife', 'Pubs', 'Bars', 'Restaurants', 'American (New)']",3.5
cfggUk66F01Av4YWZJXcnA,Eclipse Theaters,"['Nightlife', 'Cinema', 'Arts & Entertainment', 'American (New)', 'Restaurants', 'Dinner Theater', 'Bars', 'Cocktail Bars']",4.0
38fDU-Bh7eD2oETpF24pAA,Made In Italy Pizzeria Romana,"['Italian', 'Restaurants', 'Pizza']",4.5
I6u-OhmI_IUltexEOSCKzg,Anime Ramen & Teriyaki,"['Restaurants', 'Cafes', 'Japanese']",3.5
gCFf_GFUjgCSVcUe9yrphA,Robertos Taco Shop,"['Fast Food', 'Restaurants', 'Mexican']",3.5
iACo0RlJN6PGJez9oaK-tA,Timbers - Durango,"['American (Traditional)', 'Bars', 'Breakfast & Brunch', 'Restaurants', 'Nightlife']",3.0
FzvFBy5_qsoOz99w_AAD4w,WTPho,"['Restaurants', 'Salad', 'Vietnamese', 'Soup']",4.0
apATPHcdiWr-Tgywu6mvHg,Roberto's Taco Shop,"['Mexican', 'Restaurants']",2.5
slx9qstc2U2Tc4s7dzbbBg,Basil 'n Lime,"['Restaurants', 'Thai']",3.5
_7qqB7K-Cd2vhb3NEUcdtw,Filfila Mediterranean Cafe,"['Middle Eastern', 'Restaurants', 'Mediterranean', 'Greek']",4.5
4FC_tTgynakPLLngLkvRSw,Johnny Rockets,"['Burgers', 'Restaurants', 'Diners']",2.5
dusNIzdCaH6EoLl2hRy6cQ,Chipotle Mexican Grill,"['Mexican', 'Fast Food', 'Restaurants']",3.5
t22AMOX1K13PNOKqfQlGpg,Smoke Ranch Junction,"['Casinos', 'Arts & Entertainment', 'Restaurants']",3.0
xq0RhDKNNUg8t3JJUqX3fw,Roberto's Taco Shop,"['Restaurants', 'Fast Food', 'Mexican']",2.5
jVD09YgKsDtKD5sOYes6wg,SEA: The Thai Experience,"['Vietnamese', 'Asian Fusion', 'Thai', 'Restaurants']",3.5
5OqrwhtZ3mcmUSwLINZTWQ,Blossom,"['Restaurants', 'Chinese']",4.0
Yq7u6XXyDITG7I6yKAXU0g,Capriotti's,"['Restaurants', 'Sandwiches', 'Delis']",2.5
-JFVxwdVQfX207554dx1nw,Teriyaki Madness,"['Japanese', 'Asian Fusion', 'Restaurants', 'Hawaiian']",3.5
YUE5S4ReiM4dq9qkKbDMwg,Joe's Crab Shack,"['Restaurants', 'Seafood', 'Gluten-Free', 'American (Traditional)']",3.5
wK9FufvwR6LGhpts8o_ayA,Taco Bell,"['Fast Food', 'Food', 'Tex-Mex', 'Mexican', 'Restaurants']",3.0
w4yq1IRk0DHQE995giqjGg,Olive Garden Italian Restaurant,"['Italian', 'Salad', 'Restaurants', 'Bars', 'Nightlife', 'Wine Bars']",3.5
L7SKlQ4hH12eIqmabXzE0Q,DJT,"['American (New)', 'Restaurants']",3.0
nuT8Bgfz7HTJQqbJFddkBw,Mad Onion,"['Restaurants', 'American (Traditional)']",3.0
Gt4z3AylNTsEPDkzkaC7HA,Stacks & Yolks,"['Sandwiches', 'Breakfast & Brunch', 'Burgers', 'American (Traditional)', 'Restaurants', 'Food', 'Pretzels']",3.5
cFQNSy5M-KqzNSuct5FLzA,New York Hot Dogs,"['Restaurants', 'Hot Dogs']",2.5
BKS84YsIa29AgW9uPGgdcw,Ruen Thai,"['Thai', 'Restaurants']",3.5
XjsCGzq5P1pCiAHotA9HCw,Round Table Pizza,"['Restaurants', 'Pizza']",4.0
GrR5CHz1Wvys6GSWtTup7Q,The Wiener's Circle,"['Restaurants', 'Burgers', 'Hot Dogs']",4.0
1eyfFwXY0NCS7SMXmgl_Dw,Bertolini's Authentic Trattoria,"['Restaurants', 'Italian']",5.0
hL1r-Mh-UPOQJ7tbXCd9Yw,Track Lounge,"['American (New)', 'Restaurants']",3.0
KuZJcLIe3r0zO0x5TlmsKw,Robertos Taco Shop,"['Mexican', 'Restaurants']",3.0
RGUZF7YaHiBs10ok2sAoWw,Silver State Diner,"['Restaurants', 'Diners', 'Burgers']",4.5
U_1uPKky-ocxGBvLpkMFOQ,Taqueria El Capullo,"['Pizza', 'Restaurants', 'Mexican']",4.5
BB-Ab0rwYk6aclOn9SMVmg,Blue Dogs Pub,"['Nightlife', 'Dive Bars', 'Restaurants', 'American (Traditional)', 'Bars']",3.5
zwmKWhyyV-zejEUbQzBtHw,A & K Chinese Restaurant,"['Food', 'Restaurants', 'Chinese']",4.5
CBAnjb88MojpentaNPQWVA,Buldogis,"['Breakfast & Brunch', 'Chicken Wings', 'Hot Dogs', 'Restaurants', 'Korean']",4.5
5wJrvgv_MUB-BW6DDvfl3g,Flavor Flav's House of Flavor,"['Restaurants', 'American (New)']",2.0
jY7Ql_Qk8duv7jZrMZahaw,Red Sushi,"['Japanese', 'Sushi Bars', 'Restaurants']",3.0
iH6heFdMwPXk9GIO6PwUvA,Beerhaus,"['Restaurants', 'Bars', 'American (New)', 'Sports Bars', 'Breweries', 'Nightlife', 'Beer Bar', 'Food']",4.0
GI-CAiZ_Gg3h21PwrANB4Q,Mastro's Ocean Club,"['American (Traditional)', 'Seafood', 'Restaurants', 'Steakhouses']",4.5
0TljdWRIDQzlp4siHQ_BAQ,Denny's,"['Diners', 'Breakfast & Brunch', 'Restaurants', 'American (Traditional)']",2.0
_e5KDltp_0XNkylTYR1V2w,Pho So 1,"['Restaurants', 'Vietnamese', 'Soup']",2.5
td-NOo-k4xhfVmO5X92uAg,Beijing Noodle Cafe,"['Chinese', 'Restaurants']",4.0
5FFZ8_mhlf4O8g84cjl9og,Aloha A Go Go,"['Restaurants', 'Hawaiian']",2.5
DW0ZvWuYaSvMcB_3LG5RGg,Pei Wei,"['Fast Food', 'Gluten-Free', 'Chinese', 'Restaurants', 'Asian Fusion']",3.5
UbjXRe-Ku_MWpX27vtIEFw,Domino's Pizza,"['Chicken Wings', 'Pizza', 'Fast Food', 'Burgers', 'Sandwiches', 'Restaurants']",3.0
OMtAgpa37BYD7Aux8a8hzA,Meat Chix & Wieners,"['Hot Dogs', 'Wineries', 'Burgers', 'Arts & Entertainment', 'Chicken Wings', 'Food', 'Restaurants']",2.5
DXYhrg9EXuW8n5QMnCoHAg,Burke in the Box,"['Restaurants', 'American (Traditional)']",2.0
a192hdM0_UVCYLwPJv1Qwg,Casa Don Juan  - Downtown,"['Seafood', 'Restaurants', 'Mexican']",4.0
bLieCqMMt4la2i8M2v1TUg,Jersey Mike's Subs,"['Restaurants', 'Fast Food', 'Sandwiches', 'Delis']",3.5
zf1h0aVL8-Jl91F-mDxZEg,Encore Players Lounge,"['Bars', 'Nightlife', 'Restaurants']",4.0
_TpHX3oQ_ZXdYiDDhFA3YQ,Brazilian Grill,"['Restaurants', 'Steakhouses', 'Brazilian']",3.0
0WPXDs4ini3D7jpiy1Daqw,The Market,"['Grocery', 'Bars', 'Restaurants', 'Beer', 'Wine & Spirits', 'Food', 'Nightlife', 'American (Traditional)', 'Coffee & Tea', 'Convenience Stores', 'Pubs', 'Sandwiches']",3.5
_vvK0PUe7KJtntpRVVAj4Q,Carlitos Cuban Food,"['Cuban', 'Restaurants']",4.0
pLFvCV9SsI8ZbWM_4tVtMg,Tasty Island Jamaican Restaurant,"['Delis', 'Caribbean', 'Restaurants']",3.0
QxtvTC-i4kX1raUXCuaxbg,Charleston Pizza,"['Restaurants', 'Pizza']",3.5
agzQqNikDIfbESdH5_dg2g,Brewery Bar & Grill,"['Nightlife', 'American (Traditional)', 'Bars', 'Restaurants']",3.5
VG0nWxGsPixYLsyi49gyxQ,Hugo's Cellar,"['Steakhouses', 'American (New)', 'Restaurants', 'American (Traditional)', 'Seafood']",4.5
M7dW8WCWN7KlcdA2NxaYvg,Einstein Bros Bagels,"['Restaurants', 'Sandwiches', 'Breakfast & Brunch']",2.0
LJt-NO2FhvQxTmBoaaLhTg,Three Angry Wives,"['Sandwiches', 'Bars', 'Irish', 'Pubs', 'Restaurants', 'Nightlife']",3.0
9ehTNgvu0vZgHjWkQqF6KQ,Macayo Vegas,"['Restaurants', 'Mexican']",3.0
Yqgyx8SJ5SqFYc-4yH6Z1g,Bund Shanghai,"['Restaurants', 'Chinese', 'Shanghainese']",3.5
WKfZPe1VRweH0Vg9j9LckA,KFC,"['Fast Food', 'Restaurants', 'Chicken Wings']",2.0
VeiL_tgw7dsl-7IcnOsh0g,Sushi Hiro,"['Restaurants', 'Sushi Bars', 'Japanese']",4.5
5TeA1dyLR7MIor-DfIrYog,Cherry Berries,"['Ice Cream & Frozen Yogurt', 'Sandwiches', 'Juice Bars & Smoothies', 'Restaurants', 'Food']",4.0
ISeb4rh50T02uADLTok9TA,Pop's Pizza,"['Pizza', 'Restaurants']",3.5
NuT1ejKruFnBFQWC6Xg82w,Papa Murphy's,"['Pizza', 'Salad', 'Gluten-Free', 'Restaurants']",5.0
GIzVp-IWJFF9Jpxy4dvLGw,Tacos Estephanie,"['Mexican', 'Food Trucks', 'Restaurants', 'Street Vendors', 'Food']",3.5
-xbQQR_ydEJGqYzHSF4DnQ,Maciano's Pizza & Pastaria,"['Pizza', 'Italian', 'Restaurants']",3.0
AES2bv2pf2jIL5c2qVQ33w,Papa John's Pizza,"['Pizza', 'Restaurants']",2.0
P6O50VeFlBIJpP0QPYsXbQ,Guy Savoy,"['Nightlife', 'Bars', 'Food', 'French', 'Wine Bars', 'Restaurants', 'Desserts']",4.5
5YKsKS3nzdkwu37ORT9oiQ,Pizza Lounge,"['Pizza', 'Restaurants', 'Italian']",3.5
3281FKql3HVOzSVxymjJRg,Frijoles & Frescas,"['Restaurants', 'Tacos', 'Salad', 'Mexican', 'Seafood']",4.0
Q-cV5tDErkUbUefrzDa7Aw,Asian Fresh,"['Asian Fusion', 'Restaurants']",3.0
_j750dvyAFCkd0OzPOV09Q,Denny's,"['Diners', 'Restaurants', 'American (Traditional)']",3.0
3BAcvsVdl3-rKk8pzw7ZKw,Fish In the Spotlight,"['Sushi Bars', 'Karaoke', 'Nightlife', 'Restaurants', 'Bars']",5.0
tH0wF3EPPgAY14lnmK1_Sg,Makai Pacific Island Grill,"['Asian Fusion', 'Restaurants', 'Barbeque', 'Hawaiian']",5.0
duw-3Aj7gAKbQG-isS5UtQ,Veranda,"['Coffee & Tea', 'Bars', 'Food', 'Restaurants', 'Breakfast & Brunch', 'Italian', 'Nightlife']",4.0
S6apFS5ghsQg69rcBvm2Qg,Capriotti's Sandwich Shop,"['Restaurants', 'Sandwiches']",4.0
Pw1v2dO5sZAS5OhqAtYx9w,SlickMeals,"['Restaurants', 'Comfort Food']",4.0
2RFe9vDTzyBkF4mvsFDDow,Dickey's Barbecue Pit,"['Barbeque', 'Restaurants']",3.0
4L3VJwVqUareUUIGPE2zcw,Shalimar Restaurant,"['Indian', 'Pakistani', 'Vegetarian', 'Restaurants']",3.5
kFMo0ErTOpA8mgLe69iCgg,Nathan's Famous,"['Restaurants', 'Hot Dogs']",3.0
Cde8PHRM5c359-dnCUk7KQ,Kokomo's Steak & Seafood,"['Seafood', 'Restaurants', 'Steakhouses']",3.5
8yjGIa9pv2AWaWqxlt4DDA,Cana Latin Kitchen & Bar,"['Latin American', 'Restaurants', 'Tapas/Small Plates']",3.5
24f5ie972m_bYpirVW-dZA,Round Table Pizza,"['Pizza', 'Restaurants']",3.5
BnNCSJO2NDvjqJVWp2EeBQ,Cavalier Lounge & Restaurant,"['Lounges', 'Restaurants', 'Bars', 'Nightlife']",4.0
5zpAZqSrsdltaduk67jOow,Kabuki Dining Bar,"['Restaurants', 'Sushi Bars', 'Japanese']",4.0
7GGJlp1aWfcXGQz6q7SkXQ,The Rockhouse,"['Bars', 'Mexican', 'Salad', 'Nightlife', 'Restaurants', 'Dive Bars', 'Tacos', 'Hot Dogs']",3.0
rbDqCV2g23K3ZrTxmgoNBg,"Biscayne Steak, Sea & Wine","['Restaurants', 'Seafood', 'American (New)', 'Steakhouses']",4.0
rq5dgoksPHkJwJNQKlGQ7w,Sambalatte Torrefazione,"['Breakfast & Brunch', 'Cafes', 'Food', 'Restaurants', 'Coffee & Tea', 'American (New)']",4.0
fb3ygmKzuhQx-ONlUJimtg,Moe's Southwest Grill,"['Tex-Mex', 'Restaurants', 'Mexican']",2.0
KfyHN1LYS32ZPZ2AaGZZfg,Subway,"['Fast Food', 'Restaurants', 'Sandwiches']",2.0
1UvrUFk3BXAmueL1KQaKPQ,Fiesta Filipina Cuisine,"['Restaurants', 'Filipino']",3.5
M22sRJrQqttne1au0uruow,Tony Big's Pizza N Pasta,"['Restaurants', 'Pizza']",3.5
gIPrEKqnJwaAH0ZyvnQHeg,Cabo Mexican Restaurant,"['Seafood', 'American (Traditional)', 'Restaurants', 'Buffets', 'Steakhouses', 'Italian', 'Mexican']",3.0
SUd3IyEN7n5OYEGyt_U5lg,Jefe's Taco Shop,"['Fast Food', 'Restaurants', 'Breakfast & Brunch', 'Mexican']",4.5
TDL9WXyjmBGGxl9yfbQ89w,FUWA Teppanyaki Grill,"['Japanese', 'Restaurants']",3.5
faPVqws-x-5k2CQKDNtHxw,Yardbird Southern Table & Bar,"['Restaurants', 'American (New)', 'Southern']",4.5
EvxTD0ETbbFbFjUMWhHbIw,Oh Curry,"['Japanese Curry', 'Restaurants', 'Japanese']",4.5
fgA9aoU0gNK80hhXhiUpSQ,Hawthorn Grill,"['Bars', 'Nightlife', 'Restaurants', 'Steakhouses', 'American (New)', 'Soup']",3.5
TCWMgOiV0PxQkWE1SyBIWQ,Nobu,"['Japanese', 'Restaurants', 'Sushi Bars']",4.0
B8Wqz8w7kKvMjZIbr2yUZg,The Spot to Eat,"['Food', 'Restaurants', 'Food Trucks', 'Burgers']",4.0
zrMpy_uQ5_77YapMkp8lUA,Asada's Tacos,"['Mexican', 'Restaurants']",3.0
Opxi_-aCcn6S-dj7JzRE2Q,Taste Market & Deli,"['Restaurants', 'Grocery', 'Food', 'Salad', 'Sandwiches']",4.0
9jPb9kD6UBk4aVEgaizaoQ,Cafe Cortez,"['Cafes', 'American (Traditional)', 'Restaurants']",3.5
893VryJbZcCm5V9xon_aLA,Those Guys Pies,"['Cheesesteaks', 'Pizza', 'Sandwiches', 'American (New)', 'Restaurants']",5.0
0JmCGyAqAK_yVEuZ0ts16w,Bilbo's Bar & Grill,"['American (New)', 'Nightlife', 'Bars', 'American (Traditional)', 'Restaurants']",2.5
PeEfojzwaDez7PyIIktXgA,Dotty's,"['Food', 'Beer', 'Wine & Spirits', 'Restaurants', 'Breakfast & Brunch']",2.0
g2K86Bq8Dz-ikGn_yqpwQQ,Keep Memory Alive Cafe,"['Medical Centers', 'Restaurants', 'Health & Medical', 'Sandwiches', 'Salad', 'Cafes', 'Food', 'Juice Bars & Smoothies', 'Breakfast & Brunch', 'American (New)']",3.5
gx2yPrOJSwF1ApJYdGBWIw,JINYA Ramen Bar,"['Soup', 'Japanese', 'Ramen', 'Restaurants']",4.0
rFs8owHtutwwlqpU9pPIsQ,American Subs,"['Wraps', 'Food', 'Restaurants', 'Juice Bars & Smoothies', 'Sandwiches']",3.5
dJyvE8huwBlyUWcjPJJFDQ,Mediterranean Market,"['Middle Eastern', 'Restaurants', 'Food', 'Mediterranean', 'International Grocery', 'Grocery']",4.0
CH8s9-x2ihaKClSaLkBxYQ,Lone Star Steakhouse & Saloon,"['Restaurants', 'Steakhouses']",4.0
r6jbUGiyoN05mZ13apQGgw,Mama Depalma's Pizza & Bistro,"['Pizza', 'Restaurants', 'Italian']",3.5
gqELGWcpWepjV33yzc4Diw,Santa Ana Cafe,"['Restaurants', 'Soul Food', 'Mexican', 'Salvadoran', 'Latin American']",3.5
jrWegacxD7lD1Cp-Kc5m2w,Famous Famiglia Pizzeria,"['Pizza', 'Restaurants']",3.5
xhz5C9HzG6M1LLrI9GZJqw,Taqueria El Buen Pastor,"['Restaurants', 'Mexican', 'Food Stands']",4.0
12P7GjIoq6oj7qCyJ_c0Ag,Little Caesars Pizza,"['Restaurants', 'Pizza', 'Italian']",2.0
aQUo8irLBywAZN26ln_Q1w,WILD,"['American (New)', 'Cocktail Bars', 'Pizza', 'Food', 'Nightlife', 'Juice Bars & Smoothies', 'Restaurants', 'Bars']",4.0
JpPguWEzvNATjUJ48xCj8g,Pizza My Dear,"['Restaurants', 'Food Delivery Services', 'Desserts', 'Salad', 'Chicken Wings', 'Pizza', 'Food']",4.0
vW65SNLam99SyOuVagNuvg,Diego Mexican Cuisine,"['Nightlife', 'Mexican', 'Restaurants']",3.5
YTqtM2WFhcMZGeAGA08Cfg,Mariscos Playa Escondida,"['Mexican', 'Restaurants', 'Ethnic Food', 'Food', 'Seafood', 'Specialty Food']",4.5
XdhJ7PjfMjBmZwvKikWlkA,Seattle Dan's Pizza,"['Pizza', 'Restaurants']",3.5
ZjBxTDmt78bLEN5-5SfPIA,Rivas Mexican Grill,"['Mexican', 'Restaurants']",3.0
rS3KdecMS-EF4H3VtmkxBw,Angelina's Pizzeria - Charleston,"['Restaurants', 'Pizza', 'Italian']",2.5
COQMWoDNhnNWHafZjGh0Dw,Carl's Jr.,"['Fast Food', 'Restaurants', 'Burgers']",2.5
TNvSywzPjr0GU71CfIVbrQ,Ny Pasta And Pizza,"['Restaurants', 'Pizza']",5.0
QSwpHbPjDhWYKP8qlmlkXg,Vegas All Nite,"['Party & Event Planning', 'Travel Services', 'Car Rental', 'Dry Cleaning', 'Event Planning & Services', 'Laundry Services', 'Shopping', 'Party Bus Rentals', 'Security Services', 'Adult Entertainment', 'Hotels', 'Professional Services', 'Limos', 'Personal Assistants', 'Venues & Event Spaces', 'Nightlife', 'Personal Shopping', 'Local Services', 'Hotels & Travel', 'Restaurants', 'Diners', 'Airport Shuttles', 'Tours', 'Transportation']",5.0
mm55v9Se5MutJ_EAj8qOjw,Denny's,"['Breakfast & Brunch', 'Restaurants', 'American (Traditional)', 'Diners']",2.5
41b2SLmjLcxTGLVRxASiDA,Country Club,"['Restaurants', 'Steakhouses', 'Breakfast & Brunch']",4.0
lCwqJWMxvIUQt1Re_tDn4w,Denny's,"['Restaurants', 'Diners', 'American (Traditional)', 'Breakfast & Brunch']",2.5
fP4sMlVw_MvyGNv4xeTGDA,Pieology Pizzeria,"['Pizza', 'Restaurants']",4.0
R9gRb3T8t-eIKlOtMPShuA,Udon Monzo,"['Japanese', 'Restaurants']",4.5
xHEqgRS_p8ZE8GTgcJc2Hg,Jack in the Box,"['Fast Food', 'Burgers', 'Restaurants']",2.0
jLHE095dxq83qNVNndqUFQ,Snaps,"['Restaurants', 'American (Traditional)']",3.5
8vrzErpjzhDabTWX1ZfOGA,El Picante,"['Restaurants', 'Mexican']",4.0
Cr-ywH3ZjBqCyolXf8BpVA,The Charcoal Room,"['Wine Bars', 'Steakhouses', 'Restaurants', 'Bars', 'Breakfast & Brunch', 'Nightlife']",4.0
QMKgn9p_hRUlumBDAAfWlA,Cutting Board Filipino Gastropub,"['Restaurants', 'Gastropubs', 'Spanish', 'Filipino']",4.0
xDj6VQrMtbKrz8NSkJv_XA,Waffle Bar @ Venitian,"['Desserts', 'Breakfast & Brunch', 'Food', 'Waffles', 'Restaurants']",3.5
U-zsJM-VN89i3PbaIbKmJw,The Pub at Monte Carlo,"['Breakfast & Brunch', 'Nightlife', 'Restaurants', 'Bars', 'American (Traditional)', 'Pubs']",3.0
xfWdUmrz2ha3rcigyITV0g,Gordon Ramsay Burger,"['Restaurants', 'Burgers', 'American (Traditional)']",4.0
QeO9D8joKKWSRcxmjwWZKA,Starbucks,"['Cafes', 'Coffee & Tea', 'Restaurants', 'Food']",3.0
eYJcI9cI6-kJ2NQpYdHcLw,Downtown Terrace,"['American (New)', 'American (Traditional)', 'Restaurants', 'Lounges', 'Burgers', 'Bars', 'Nightlife']",4.0
0CwhlQzyXG_7RqEu-2pMSQ,Margarita Grille,"['Mexican', 'Restaurants']",3.0
OXBROmBWuDhRhd0BZ7zXJA,Honey Pig Korean BBQ,"['Barbeque', 'Restaurants', 'Korean']",3.5
mIlQi6nZdFbEAjZuQ6pFfQ,Verrazano Pizza,"['Restaurants', 'Pizza']",4.0
VD0zZKG_ZEz_VYlKLtu9Zg,Glutton,"['Restaurants', 'Sandwiches', 'American (New)', 'Salad']",4.5
5iAFiMPfitcYDMeII5_dnQ,Auntie Anne's,"['Food', 'Restaurants', 'Fast Food', 'Bakeries', 'Pretzels']",3.0
InDH4ZQ_byiQ5PyaqgHI8Q,Big Mama's Soul Food Rib Shack,"['Restaurants', 'Barbeque', 'Southern']",2.0
toToUz3HgJjEinwD8_3dGQ,McDonalds,"['Food', 'Restaurants', 'Fast Food', 'Burgers']",3.0
Tk7qCou7aYv_Z-K3a7NhhA,Shish Kabob House,"['Mediterranean', 'Restaurants', 'Middle Eastern']",4.0
qFZ7ReYNpjHuvSxOqXqHMg,Sumo Sushi 2,"['Sushi Bars', 'Restaurants']",3.5
ULAz5fw2r3vm0N-_FTMzGg,Goose Island Pub,"['Gastropubs', 'Restaurants']",3.0
vnQ9a0e_DuS4MC9nyEbA5A,E Go Cafe,['Restaurants'],2.5
hb2u9dUQkbWYIHhXCiFsrg,Mama Ilardo's Pizzeria,"['Restaurants', 'Pizza']",3.5
01VPJkcU0m8WzlA7dCEpVQ,Tea Space,"['Bubble Tea', 'Restaurants', 'Coffee & Tea', 'American (Traditional)', 'Food', 'Juice Bars & Smoothies', 'Tea Rooms', 'Taiwanese']",4.5
Rd11Bosr8JkfoUhZLzpuxg,The Capital Grille,"['Restaurants', 'Steakhouses', 'Bars', 'Wine Bars', 'Seafood', 'Nightlife', 'American (Traditional)']",4.5
6QUuDlLjNDQWFCbJ9--jsQ,Fú Asian Kitchen,"['Food', 'Restaurants', 'Chinese', 'Asian Fusion', 'Cantonese', 'Vegetarian']",4.0
Y07qIurPKiUJDnTZWxZN2A,Bistro Buffet,"['Buffets', 'American (Traditional)', 'Restaurants', 'Italian']",3.0
YAiHkQAQ9sm23V1CyNT2zQ,Bogey's Bar & Grill,"['Pizza', 'Bars', 'Sports Bars', 'Nightlife', 'Restaurants']",3.0
ckke8MRDHVLJdNa0quxOEg,Anise Tapas & Grill,"['Kosher', 'Mediterranean', 'Tapas Bars', 'Restaurants', 'Tapas/Small Plates']",3.5
9M0cQtHWkLNhGxPYt1qakA,Taqueria Santander,"['Mexican', 'Restaurants']",4.0
Us0VHOegBKE6L4k-xEVxxg,Buldogis Unleashed Food Truck,"['Hot Dogs', 'Food Trucks', 'Restaurants', 'Food', 'Korean']",4.0
UfSwz2LHiVu0K6CJJ6-2gg,Mia Bella Cafe,"['Restaurants', 'Italian', 'Mediterranean', 'Breakfast & Brunch', 'Falafel']",3.5
wx_46jwjuX885DnQWyBCyg,The Park Restaurant & Bar,"['Bars', 'Nightlife', 'Restaurants', 'American (New)']",4.0
Qe71AVaQZW9EbATLpCec0Q,Fulton Fish Frye,"['Seafood', 'Restaurants']",3.5
tvu6MBZKZKHz17cbF1zIZA,Pho Khong Ten,"['Vietnamese', 'Restaurants']",4.0
DDfGmZ07nTAR579uCd7gzQ,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",1.0
